model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,6x6-2,6,True,27,27,1.0,0,0,0,"(0, 0)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,1,0,1,"(0, 1)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,2,1,1,"(1, 1)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,3,1,2,"(1, 2)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,4,2,2,"(2, 2)",west
gpt-5.2,6x6-2,6,True,27,27,1.0,5,2,1,"(2, 1)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,6,3,1,"(3, 1)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,7,4,1,"(4, 1)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,8,5,1,"(5, 1)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,9,5,2,"(5, 2)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,10,4,2,"(4, 2)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,11,3,2,"(3, 2)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,12,3,3,"(3, 3)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,13,4,3,"(4, 3)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,14,4,4,"(4, 4)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,15,5,4,"(5, 4)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,16,5,5,"(5, 5)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,17,4,5,"(4, 5)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,18,3,5,"(3, 5)",west
gpt-5.2,6x6-2,6,True,27,27,1.0,19,3,4,"(3, 4)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,20,2,4,"(2, 4)",west
gpt-5.2,6x6-2,6,True,27,27,1.0,21,2,3,"(2, 3)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,22,1,3,"(1, 3)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,23,0,3,"(0, 3)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,24,0,4,"(0, 4)",south
gpt-5.2,6x6-2,6,True,27,27,1.0,25,1,4,"(1, 4)",east
gpt-5.2,6x6-2,6,True,27,27,1.0,26,1,5,"(1, 5)",north
gpt-5.2,6x6-2,6,True,27,27,1.0,27,0,5,"(0, 5)",—
