model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,6x6-4,6,True,24,24,1.0,0,0,0,"(0, 0)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,1,0,1,"(0, 1)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,2,0,2,"(0, 2)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,3,0,3,"(0, 3)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,4,1,3,"(1, 3)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,5,2,3,"(2, 3)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,6,2,4,"(2, 4)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,7,3,4,"(3, 4)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,8,3,5,"(3, 5)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,9,4,5,"(4, 5)",west
gpt-5.2,6x6-4,6,True,24,24,1.0,10,4,4,"(4, 4)",west
gpt-5.2,6x6-4,6,True,24,24,1.0,11,4,3,"(4, 3)",west
gpt-5.2,6x6-4,6,True,24,24,1.0,12,4,2,"(4, 2)",north
gpt-5.2,6x6-4,6,True,24,24,1.0,13,3,2,"(3, 2)",north
gpt-5.2,6x6-4,6,True,24,24,1.0,14,2,2,"(2, 2)",west
gpt-5.2,6x6-4,6,True,24,24,1.0,15,2,1,"(2, 1)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,16,3,1,"(3, 1)",west
gpt-5.2,6x6-4,6,True,24,24,1.0,17,3,0,"(3, 0)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,18,4,0,"(4, 0)",south
gpt-5.2,6x6-4,6,True,24,24,1.0,19,5,0,"(5, 0)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,20,5,1,"(5, 1)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,21,5,2,"(5, 2)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,22,5,3,"(5, 3)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,23,5,4,"(5, 4)",east
gpt-5.2,6x6-4,6,True,24,24,1.0,24,5,5,"(5, 5)",—
