model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,6x6-5,6,True,45,29,0.6444,0,0,0,"(0, 0)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,1,1,0,"(1, 0)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,2,1,1,"(1, 1)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,3,0,1,"(0, 1)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,4,0,2,"(0, 2)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,5,1,2,"(1, 2)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,6,2,2,"(2, 2)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,7,2,3,"(2, 3)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,8,2,4,"(2, 4)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,9,1,4,"(1, 4)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,10,2,4,"(2, 4)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,11,2,3,"(2, 3)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,12,2,2,"(2, 2)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,13,1,2,"(1, 2)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,14,0,2,"(0, 2)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,15,0,1,"(0, 1)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,16,1,1,"(1, 1)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,17,1,0,"(1, 0)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,18,1,1,"(1, 1)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,19,0,1,"(0, 1)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,20,0,2,"(0, 2)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,21,1,2,"(1, 2)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,22,2,2,"(2, 2)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,23,2,3,"(2, 3)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,24,2,4,"(2, 4)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,25,1,4,"(1, 4)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,26,0,4,"(0, 4)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,27,0,5,"(0, 5)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,28,1,5,"(1, 5)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,29,2,5,"(2, 5)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,30,3,5,"(3, 5)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,31,3,4,"(3, 4)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,32,3,3,"(3, 3)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,33,3,2,"(3, 2)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,34,3,1,"(3, 1)",west
gpt-5.2,6x6-5,6,True,45,29,0.6444,35,3,0,"(3, 0)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,36,4,0,"(4, 0)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,37,5,0,"(5, 0)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,38,5,1,"(5, 1)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,39,5,2,"(5, 2)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,40,4,2,"(4, 2)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,41,4,3,"(4, 3)",south
gpt-5.2,6x6-5,6,True,45,29,0.6444,42,5,3,"(5, 3)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,43,5,4,"(5, 4)",east
gpt-5.2,6x6-5,6,True,45,29,0.6444,44,5,5,"(5, 5)",north
gpt-5.2,6x6-5,6,True,45,29,0.6444,45,4,5,"(4, 5)",—
