model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,7x7-4,7,True,152,40,0.2632,0,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,1,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,2,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,3,2,1,"(2, 1)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,4,2,2,"(2, 2)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,5,2,1,"(2, 1)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,6,1,1,"(1, 1)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,7,1,0,"(1, 0)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,8,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,9,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,10,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,11,2,1,"(2, 1)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,12,1,1,"(1, 1)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,13,1,0,"(1, 0)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,14,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,15,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,16,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,17,2,1,"(2, 1)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,18,2,2,"(2, 2)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,19,1,2,"(1, 2)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,20,2,2,"(2, 2)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,21,2,1,"(2, 1)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,22,1,1,"(1, 1)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,23,1,0,"(1, 0)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,24,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,25,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,26,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,27,2,1,"(2, 1)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,28,2,2,"(2, 2)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,29,2,1,"(2, 1)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,30,1,1,"(1, 1)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,31,1,0,"(1, 0)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,32,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,33,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,34,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,35,2,1,"(2, 1)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,36,1,1,"(1, 1)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,37,1,0,"(1, 0)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,38,0,0,"(0, 0)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,39,1,0,"(1, 0)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,40,1,1,"(1, 1)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,41,2,1,"(2, 1)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,42,2,2,"(2, 2)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,43,1,2,"(1, 2)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,44,1,3,"(1, 3)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,45,1,4,"(1, 4)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,46,1,5,"(1, 5)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,47,0,5,"(0, 5)",south
gpt-5.2,7x7-4,7,True,152,40,0.2632,48,1,5,"(1, 5)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,49,1,4,"(1, 4)",east
gpt-5.2,7x7-4,7,True,152,40,0.2632,50,1,5,"(1, 5)",north
gpt-5.2,7x7-4,7,True,152,40,0.2632,51,0,5,"(0, 5)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,52,0,4,"(0, 4)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,53,0,3,"(0, 3)",west
gpt-5.2,7x7-4,7,True,152,40,0.2632,54,0,2,"(0, 2)",west
