model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,0,0,0,"(0, 0)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,1,1,0,"(1, 0)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,2,2,0,"(2, 0)",east
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,3,2,1,"(2, 1)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,4,1,1,"(1, 1)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,5,2,1,"(2, 1)",west
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,6,2,0,"(2, 0)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,7,1,0,"(1, 0)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,8,2,0,"(2, 0)",east
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,9,2,1,"(2, 1)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,10,1,1,"(1, 1)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,11,2,1,"(2, 1)",west
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,12,2,0,"(2, 0)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,13,1,0,"(1, 0)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,14,0,0,"(0, 0)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,15,1,0,"(1, 0)",south
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,16,2,0,"(2, 0)",east
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,17,2,1,"(2, 1)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,18,1,1,"(1, 1)",east
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,19,1,2,"(1, 2)",east
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,20,1,3,"(1, 3)",north
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,21,0,3,"(0, 3)",west
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,22,0,2,"(0, 2)",west
claude-sonnet-4-6,8x8-2,8,True,99,45,0.4545,23,0,1,"(0, 1)",east
