model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,8x8-4,8,True,155,39,0.2516,0,0,0,"(0, 0)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,1,0,1,"(0, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,2,0,2,"(0, 2)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,3,1,2,"(1, 2)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,4,0,2,"(0, 2)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,5,0,1,"(0, 1)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,6,0,0,"(0, 0)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,7,0,1,"(0, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,8,0,2,"(0, 2)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,9,1,2,"(1, 2)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,10,1,1,"(1, 1)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,11,1,0,"(1, 0)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,12,1,1,"(1, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,13,1,2,"(1, 2)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,14,0,2,"(0, 2)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,15,0,1,"(0, 1)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,16,0,0,"(0, 0)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,17,0,1,"(0, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,18,0,2,"(0, 2)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,19,1,2,"(1, 2)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,20,1,1,"(1, 1)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,21,1,0,"(1, 0)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,22,2,0,"(2, 0)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,23,2,1,"(2, 1)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,24,3,1,"(3, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,25,3,2,"(3, 2)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,26,4,2,"(4, 2)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,27,4,1,"(4, 1)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,28,5,1,"(5, 1)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,29,5,2,"(5, 2)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,30,5,3,"(5, 3)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,31,5,4,"(5, 4)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,32,5,5,"(5, 5)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,33,6,5,"(6, 5)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,34,6,6,"(6, 6)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,35,6,7,"(6, 7)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,36,5,7,"(5, 7)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,37,5,6,"(5, 6)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,38,4,6,"(4, 6)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,39,4,7,"(4, 7)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,40,3,7,"(3, 7)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,41,3,6,"(3, 6)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,42,3,5,"(3, 5)",north
gpt-5.2,8x8-4,8,True,155,39,0.2516,43,2,5,"(2, 5)",west
gpt-5.2,8x8-4,8,True,155,39,0.2516,44,2,4,"(2, 4)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,45,2,5,"(2, 5)",south
gpt-5.2,8x8-4,8,True,155,39,0.2516,46,3,5,"(3, 5)",east
gpt-5.2,8x8-4,8,True,155,39,0.2516,47,3,6,"(3, 6)",east
