model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,8x8-2,8,True,131,45,0.3435,0,0,0,"(0, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,1,1,0,"(1, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,2,2,0,"(2, 0)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,3,2,1,"(2, 1)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,4,1,1,"(1, 1)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,5,2,1,"(2, 1)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,6,2,0,"(2, 0)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,7,1,0,"(1, 0)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,8,0,0,"(0, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,9,1,0,"(1, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,10,2,0,"(2, 0)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,11,2,1,"(2, 1)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,12,1,1,"(1, 1)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,13,2,1,"(2, 1)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,14,2,0,"(2, 0)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,15,1,0,"(1, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,16,2,0,"(2, 0)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,17,2,1,"(2, 1)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,18,1,1,"(1, 1)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,19,1,2,"(1, 2)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,20,1,3,"(1, 3)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,21,0,3,"(0, 3)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,22,1,3,"(1, 3)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,23,1,2,"(1, 2)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,24,1,1,"(1, 1)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,25,2,1,"(2, 1)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,26,2,0,"(2, 0)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,27,1,0,"(1, 0)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,28,2,0,"(2, 0)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,29,2,1,"(2, 1)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,30,1,1,"(1, 1)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,31,1,2,"(1, 2)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,32,1,3,"(1, 3)",north
gpt-5.2,8x8-2,8,True,131,45,0.3435,33,0,3,"(0, 3)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,34,0,2,"(0, 2)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,35,0,1,"(0, 1)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,36,0,2,"(0, 2)",east
gpt-5.2,8x8-2,8,True,131,45,0.3435,37,0,3,"(0, 3)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,38,1,3,"(1, 3)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,39,1,2,"(1, 2)",west
gpt-5.2,8x8-2,8,True,131,45,0.3435,40,1,1,"(1, 1)",south
gpt-5.2,8x8-2,8,True,131,45,0.3435,41,2,1,"(2, 1)",west
