model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,0,0,0,"(0, 0)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,1,1,0,"(1, 0)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,2,2,0,"(2, 0)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,3,3,0,"(3, 0)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,4,3,1,"(3, 1)",north
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,5,2,1,"(2, 1)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,6,2,2,"(2, 2)",north
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,7,1,2,"(1, 2)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,8,1,3,"(1, 3)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,9,1,4,"(1, 4)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,10,1,5,"(1, 5)",north
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,11,0,5,"(0, 5)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,12,0,6,"(0, 6)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,13,1,6,"(1, 6)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,14,2,6,"(2, 6)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,15,3,6,"(3, 6)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,16,3,5,"(3, 5)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,17,4,5,"(4, 5)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,18,4,4,"(4, 4)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,19,4,3,"(4, 3)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,20,4,2,"(4, 2)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,21,4,1,"(4, 1)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,22,5,1,"(5, 1)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,23,5,0,"(5, 0)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,24,6,0,"(6, 0)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,25,6,1,"(6, 1)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,26,6,2,"(6, 2)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,27,6,3,"(6, 3)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,28,6,4,"(6, 4)",north
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,29,5,4,"(5, 4)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,30,5,5,"(5, 5)",east
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,31,5,6,"(5, 6)",south
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,32,6,6,"(6, 6)",west
gemini-3-pro-preview,7x7-2,7,True,33,33,1.0,33,6,5,"(6, 5)",—
