model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
deepseek-v3,7x7-4,7,False,293,40,0.0,0,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,1,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,2,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,3,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,4,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,5,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,6,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,7,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,8,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,9,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,10,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,11,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,12,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,13,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,14,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,15,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,16,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,17,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,18,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,19,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,20,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,21,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,22,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,23,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,24,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,25,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,26,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,27,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,28,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,29,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,30,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,31,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,32,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,33,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,34,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,35,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,36,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,37,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,38,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,39,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,40,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,41,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,42,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,43,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,44,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,45,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,46,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,47,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,48,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,49,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,50,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,51,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,52,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,53,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,54,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,55,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,56,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,57,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,58,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,59,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,60,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,61,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,62,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,63,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,64,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,65,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,66,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,67,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,68,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,69,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,70,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,71,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,72,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,73,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,74,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,75,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,76,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,77,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,78,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,79,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,80,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,81,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,82,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,83,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,84,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,85,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,86,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,87,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,88,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,89,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,90,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,91,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,92,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,93,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,94,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,95,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,96,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,97,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,98,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,99,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,100,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,101,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,102,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,103,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,104,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,105,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,106,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,107,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,108,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,109,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,110,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,111,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,112,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,113,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,114,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,115,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,116,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,117,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,118,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,119,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,120,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,121,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,122,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,123,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,124,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,125,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,126,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,127,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,128,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,129,1,0,"(1, 0)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,130,1,1,"(1, 1)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,131,2,1,"(2, 1)",east
deepseek-v3,7x7-4,7,False,293,40,0.0,132,2,2,"(2, 2)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,133,2,1,"(2, 1)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,134,1,1,"(1, 1)",west
deepseek-v3,7x7-4,7,False,293,40,0.0,135,1,0,"(1, 0)",north
deepseek-v3,7x7-4,7,False,293,40,0.0,136,0,0,"(0, 0)",south
deepseek-v3,7x7-4,7,False,293,40,0.0,137,1,0,"(1, 0)",east
