model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,0,0,0,"(0, 0)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,1,0,1,"(0, 1)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,2,0,2,"(0, 2)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,3,0,3,"(0, 3)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,4,1,3,"(1, 3)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,5,2,3,"(2, 3)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,6,2,4,"(2, 4)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,7,3,4,"(3, 4)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,8,3,5,"(3, 5)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,9,4,5,"(4, 5)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,10,4,4,"(4, 4)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,11,4,3,"(4, 3)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,12,4,2,"(4, 2)",north
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,13,3,2,"(3, 2)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,14,3,3,"(3, 3)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,15,3,2,"(3, 2)",north
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,16,2,2,"(2, 2)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,17,2,1,"(2, 1)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,18,3,1,"(3, 1)",west
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,19,3,0,"(3, 0)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,20,4,0,"(4, 0)",south
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,21,5,0,"(5, 0)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,22,5,1,"(5, 1)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,23,5,2,"(5, 2)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,24,5,3,"(5, 3)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,25,5,4,"(5, 4)",east
gemini-3-pro-preview,6x6-4,6,True,26,24,0.9231,26,5,5,"(5, 5)",—
