model,maze,maze_size,solved,total_steps,shortest_path_length,efficiency,step,row,col,position,move_taken
gpt-5.2,7x7-3,7,True,67,33,0.4925,0,0,0,"(0, 0)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,1,0,1,"(0, 1)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,2,0,2,"(0, 2)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,3,1,2,"(1, 2)",north
gpt-5.2,7x7-3,7,True,67,33,0.4925,4,0,2,"(0, 2)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,5,1,2,"(1, 2)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,6,1,1,"(1, 1)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,7,2,1,"(2, 1)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,8,2,2,"(2, 2)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,9,3,2,"(3, 2)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,10,3,1,"(3, 1)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,11,4,1,"(4, 1)",north
gpt-5.2,7x7-3,7,True,67,33,0.4925,12,3,1,"(3, 1)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,13,3,2,"(3, 2)",north
gpt-5.2,7x7-3,7,True,67,33,0.4925,14,2,2,"(2, 2)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,15,2,1,"(2, 1)",north
gpt-5.2,7x7-3,7,True,67,33,0.4925,16,1,1,"(1, 1)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,17,1,2,"(1, 2)",north
gpt-5.2,7x7-3,7,True,67,33,0.4925,18,0,2,"(0, 2)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,19,0,1,"(0, 1)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,20,0,0,"(0, 0)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,21,0,1,"(0, 1)",east
gpt-5.2,7x7-3,7,True,67,33,0.4925,22,0,2,"(0, 2)",south
gpt-5.2,7x7-3,7,True,67,33,0.4925,23,1,2,"(1, 2)",west
gpt-5.2,7x7-3,7,True,67,33,0.4925,24,1,1,"(1, 1)",south
